label,slug,title,discountPrice,soldQuantity,quantity,brand,series,totalRating,features,color,Năm ra mắt,Xuất xứ,Loại card đồ họa,Loại CPU,Dung lượng RAM,Loại RAM,Mô tả ram,Ổ cứng,Dung lượng ổ cứng,Tần số quét,Chất liệu tấm nền,Kích thước màn hình,Công nghệ màn hình,Độ phân giải màn hình,Công nghệ âm thanh,Chất liệu,Kích thước,Trọng lượng,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Hệ điều hành,Pin,Wi-Fi,Bluetooth,Cổng giao tiếp
Gaming,laptop-lenovo-gaming-legion-pro-5-16irx9-83df0046vn,Laptop Lenovo Gaming Legion 5 Pro 16IRX9 83DF0046VN,51690000,68,52,lenovo,legion,1.0,"Trang bị chip Intel Core i9-14900HX thế hệ 14 mới nhất, RAM 32GB và ổ cứng SSD 1TB PCIe cho hiệu năng xử lý vượt trội. Card đồ họa NVIDIA GeForce RTX 4070 8GB mạnh mẽ mang đến trải nghiệm đồ họa tuyệt đỉnh trên màn hình 16 inch WQXGA 240Hz. Tận hưởng hình ảnh sắc nét, mượt mà với tần số quét cao. Thiết kế hầm hố, đậm chất gaming cùng hệ thống tản nhiệt hiệu quả, mang đến trải nghiệm giải trí tuyệt vời.",Xám,2024,Nhật Bản,"NVIDIA GeForce RTX 4070 8GB GDDR6, Boost Clock 2175MHz, TGP 140W","Intel Core i9-14900HX, 24C (8P + 16E) / 32T, P-core 2.2 / 5.8GHz, E-core 1.6 / 4.1GHz, 36MB",32GB,DDR5-5600,32GB DDR5-5600 2 khe DDR5 SO-DIMM dual-channel (nâng cấp tối đa 32GB DDR5-5600),1TB SSD M.2 2280 PCIe 4.0x4 NVMe,1TB,240 Hz,Tấm nền IPS,16 inches,Độ sáng 500 inits  Độ phủ màu 100.00% DCI-P3  DisplayHDR 400  Dolby Vision  G-Sync  Giảm ánh sáng xanhMàn hình chống chói,2560 x 1600 (WQXGA),"Âm thanh độ phân giải cao (HD)  codec Realtek ALC3287  Loa âm thanh nổi, 2W x2  Nahimic Audio",Vỏ nhựa - nắp lưng kim loại,363.4 x 261.75 x 21.99-26.95 mm (WxDxH),2.5 kg,Wi-Fi 6,Đèn nền RGB 4 vùng,Đã bật Firmware TPM 2.0,FHD 1080p với màn trập riêng tư,Windows 11 Home,80Wh,"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.2,"1x USB-A luôn bật  3x USB-A   2x USB-C (PD 140W / DisplayPort 1.4) 1x HDMI 2.1, tối đa 8K/60Hz  1x Headphone / microphone combo jack (3.5mm)  1x Ethernet (RJ-45)  1x Đầu nối nguồn"
Gaming,laptop-lenovo-loq-15irx9-83dv00ugvn,Laptop Lenovo LOQ 15IRX9 83DV00UGVN,30490000,66,53,lenovo,loq,4.5,"Trang bị bộ vi xử lý Intel Core i7-13650HX mạnh mẽ, cho hiệu năng xử lý tuyệt vời trong các tác vụ đa nhiệm và chơi game. RAM 24GB đảm bảo khả năng đa nhiệm mượt mà và xử lý nhanh chóng các ứng dụng nặng. Ổ cứng SSD PCIe 512GB cung cấp không gian lưu trữ đủ lớn và tốc độ truy xuất dữ liệu nhanh chóng. Card đồ họa RTX 4050 6GB mang lại khả năng xử lý đồ họa mạnh mẽ, phù hợp cho việc chơi game và các tác vụ đồ họa chuyên nghiệp. Màn hình 15.6 inch Full HD với tần số quét 144Hz cho trải nghiệm hình ảnh sắc nét và mượt mà.",Xám,2022,Nhật Bản,"NVIDIA GeForce RTX 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 105W, 194 AI TOPS","Intel Core i7-13650HX, 14C (6P + 8E) / 20T, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB",24GB,DDR5-4800,24GB DDR5-4800 2x 12GB SO-DIMM DDR5-4800 (Nâng cấp tối đa 32GB DDR5-4800),"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, nâng cấp tối đa 1TB)",512GB,144 Hz,Tấm nền IPS,15.6 inches,Độ sáng 300nitsMàn hình chống chóiĐộ phủ màu 100% sRGB G-SYNC,1920 x 1080 pixels (FullHD),"Âm thanh độ nét cao (HD) Bộ giải mã Realtek ALC3287 Loa stereo, 2W x2 Nahimic Audio",Vỏ nhựa,359.86 x 258.7 x 21.9-23.9 mm (W x D x H),2.38 kg,Wi-Fi 6,"Đèn nền RGB 4 vùng, tiếng Anh",Firmware TPM 2.0 Enabled,HD 720p với E-shutter,"Windows 11 Home Single Language, English","60Wh, 170W Slim Tip (3-pin)","Wi-Fi 6, 802.11ax 2x2",Bluetooth 5.2,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C (USB 10Gbps / USB 3.2 Gen 2), với Lenovo PD 140W và DisplayPort 1.4 1x HDMI 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Đầu nối nguồn"
Gaming,laptop-asus-rog-flow-z13-gz301vv-mu007w,Laptop ASUS ROG Flow Z13 GZ301VV-MU007W,19000000,27,27,asus,rog,0.0,"Laptop gaming 2 trong 1 với thiết kế mỏng nhẹ, linh hoạt chuyển đổi giữa laptop và tablet. Trang bị CPU Intel Core i9-13900H và card đồ họa NVIDIA GeForce RTX 4060, cho khả năng chơi game và sáng tạo nội dung đỉnh cao. Màn hình 13.4 inch WQXGA (2560x1600), tần số quét 165Hz, cho trải nghiệm hình ảnh mượt mà, sắc nét. Ổ cứng SSD 1TB PCIe NVMe mang đến không gian lưu trữ rộng rãi và tốc độ truy xuất dữ liệu cực nhanh. Hệ điều hành Windows 11 mới nhất, giao diện hiện đại, nhiều tính năng mới mẻ, tối ưu cho trải nghiệm người dùng.",Đen,2023,Hàn Quốc,NVIDIA GeForce RTX 4060 8GB GDDR6 Intel Iris Xe Graphics,"Intel Core i9-13900H 2.6 GHz (24M  Cache, up to 5.4 GHz, 14 cores: 6 P-cores and 8 E-cores)",16GB,LPDDR5,16GB LPDDR5 8GB*2 LPDDR5 Onboard,1TB PCIe 4.0 NVMe M.2 SSD (2230),1TB,165 Hz,Tấm nền IPS,13.4 inches,Độ sáng 500 nitsĐộ phủ màu DCI-P3 100%Adaptive-SyncROG Nebula DisplayDolby Vision HDRSupport stylus,2560 x 1600 (WQXGA),Công nghệ khử tiếng ồn AI Dolby Atmos Chứng nhận Hi-Res (cho tai nghe) Công nghệ khuếch đại thông minh,,30.2 x 20.6 x 1.29 ~ 1.42 cm (W x D x H) Kích thước của bàn phím: 30.2 x 22.8 x 0.56 cm (W x D x H),1.18 Kg Trọng lượng của bàn phím: 0.34 Kg,"Wi-Fi 6, Màn hình cảm ứng",Bàn phím Chiclet có đèn nền RGB 1 vùng Aura Sync,Bảo vệ mật khẩu quản trị viên BIOS và mật khẩu người dùng Mô-đun nền tảng đáng tin cậy (Firmware TPM),13MP camera và 5MP IR camera,Windows 11 Home,"56WHrs, 4S1P, 4-cell Li-ion",Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.2,"1x Giao diện di động ROG XG và cổng kết hợp USB Type-C (với USB 3.2 Gen2, hỗ trợ DisplayPort 1.4) 1x Thunderbolt 4 (DisplayPort / Sạc) 1x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC) 1x Đầu đọc thẻ (microSD)"
Gaming,laptop-hp-gaming-victus-15-fb1023ax-94f20pa,Laptop HP Gaming Victus 15-FB1023AX 94F20PA,25000000,41,92,hp,victus,0.0,"Sở hữu màn hình 15.6 inch với lớp vỏ đen thời thượng CPU Intel Core R5-7535HS hỗ trợ mình giải quyết nhanh gọn hàng loạt tác vụ mà không lo giật lag Card  RTX 2050 giúp giải quyết được khối lượng công việc nặng RAM 8GB cùng ổ cứng 512 GB SSD ch không gian lưu trữ đủ lớn, lưu trữ tài liệu, hình ảnh,...",Bạc,2022,Trung Quốc,NVIDIA GeForce RTX 2050 4GB GDD6,"AMD Ryzen 5 7535HS (16MB Cache, up to 4.5 GHz, 6 lõi / 12 luồng)",8GB,DDR5 4800 MHz,8GB DDR5 4800 MHz 2 khe RAMHỗ trợ nâng cấp tối đa 32GB,512 GB PCIe Gen4 NVMe TLC M.2 SSD,512GB,,Tấm nền IPS,15.6 inches,Micro-edgeChống chóiĐộ sáng tối đa 250 nitsĐộ phủ màu 45% NTSC,1920 x 1080 pixels (FullHD),,,35.79 x 25.5 x 2.35 cm,2.29 kg,Wi-Fi 6,,,,Windows 11 Home,"52.5 Wh , 3 Cell",Wi-Fi 6,Bluetooth 5.3,1 X USB Type-C2 X USB Type-A1 X Pin thông minh AC1 X HDMI 2.11 X Jack cắm tai nghe
Gaming,laptop-lenovo-gaming-legion-pro-5-16irx9-83df0047vn,Laptop Lenovo Gaming Legion 5 Pro 16IRX9 83DF0047VN,44990000,50,26,lenovo,legion,1.2,"Chiếc laptop gaming cân bằng hiệu năng và giá thành.  Sức mạnh từ bộ vi xử lý Intel Core i9-14900HX thế hệ 14, RAM 32GB và ổ cứng SSD 1TB PCIe cho khả năng xử lý mượt mà mọi tựa game. Card đồ họa NVIDIA GeForce RTX 4060 8GB mang đến trải nghiệm hình ảnh sống động trên màn hình 16 inch WQXGA 240Hz. Tần số quét cao đảm bảo hình ảnh mượt mà, không giật lag.  Thiết kế đậm chất gaming, hệ thống tản nhiệt hiệu quả.",Xám,2024,Nhật Bản,"NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W","Intel Core i9-14900HX, 24C (8P + 16E) / 32T, P-core 2.2 / 5.8GHz, E-core 1.6 / 4.1GHz, 36MB",32GB,DDR5-5600,32GB DDR5-5600 2 khe DDR5 SO-DIMM dual-channel (nâng cấp tối đa 32GB DDR5-5600),1TB SSD M.2 2280 PCIe 4.0x4 NVMe,1TB,240 Hz,Tấm nền IPS,16 inches,Độ sáng 500 inits  Độ phủ màu 100.00% DCI-P3  DisplayHDR 400  Dolby Vision  G-Sync  Giảm ánh sáng xanhMàn hình chống chói,2560 x 1600 (WQXGA),"Âm thanh độ phân giải cao (HD)  codec Realtek ALC3287  Loa âm thanh nổi, 2W x2  Nahimic Audio",Vỏ nhựa - nắp lưng kim loại,363.4 x 261.75 x 21.99-26.95 mm (WxDxH),2.5 kg,Wi-Fi 6,Đèn nền RGB 4 vùng,Đã bật Firmware TPM 2.0,FHD 1080p với màn trập riêng tư,Windows 11 Home,80Wh,"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.2,"1x USB-A luôn bật  3x USB-A   2x USB-C (PD 140W / DisplayPort 1.4) 1x HDMI 2.1, tối đa 8K/60Hz  1x Headphone / microphone combo jack (3.5mm)  1x Ethernet (RJ-45)  1x Đầu nối nguồn"
Gaming,laptop-lenovo-legion-slim-5-16ahp9-83dh003avn,Laptop Lenovo Legion Slim 5 16AHP9 83DH003AVN,12000000,68,28,lenovo,legion,1.0,"Sở hữu sức mạnh vượt trội với chip AMD Ryzen 7 8845HS kết hợp card đồ họa rời NVIDIA GeForce RTX 4060 8GB, cho phép bạn chinh phục mọi tựa game AAA mới nhất. Tận hưởng trải nghiệm hình ảnh sắc nét, sống động với màn hình 16 inch WQXGA (2560x1600) và tần số quét 165Hz, mang đến chuyển động mượt mà, không giật lag. Phá vỡ khuôn mẫu laptop gaming hầm hố với thiết kế mỏng nhẹ, thanh lịch, phù hợp cho cả game thủ và người dùng năng động. Được trang bị hệ thống tản nhiệt tiên tiến, Legion Slim 5 luôn mát mẻ, êm ái ngay cả khi hoạt động ở cường độ cao. Không chỉ chơi game, Legion Slim 5 còn đáp ứng tốt nhu cầu làm việc và giải trí di động với thời lượng pin dài và công nghệ sạc nhanh chóng.",Xám,2022,Nhật Bản,"NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W","AMD Ryzen 7 8845HS (8C / 16T, 3.8 / 5.1GHz, 8MB L2 / 16MB L3)",16GB,DDR5-5600,16GB DDR5-5600 2 khe DDR5 (nâng cấp tối đa 64GB DDR5-5600),"512GB SSD M.2 2280 PCIe 4.0x4 NVMe (hai ổ đĩa SSD M.2 SSD, nâng cấp tối đa 1TB)",512GB,165 Hz,Tấm nền IPS,16 inches,Độ sáng 350 nits  Màn hình chống chói  Độ phủ màu 100% sRGB  Dolby Vision  G-Sync  Free-Sync Premium  Giảm ánh sáng xanh,2560 x 1600 (WQXGA),"Âm thanh độ nét cao (HD)  Realtek® ALC3287 codec  Loa âm thanh nổi, 2W x2  Nahimic Audio",Vỏ nhựa - nắp lưng kim loại,359.7 x 260.5 x 19.9 - 21.9 mm,2.3 kg,Wi-Fi 6,Đèn nền RGB 4 vùng,Firmware TPM 2.0 Enabled,FHD 1080p với màn trập E-shutter,Windows 11 Home,80Wh,"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.3,"1x USB-A (luôn bật)  3x USB-A   1x USB-C (PD 140W / DisplayPort 1.4) 1x USB-C (DisplayPort 1.4) 1x HDMI 2.1, tối đa 8K/60Hz  1x Headphone / microphone combo jack (3.5mm)  1x Ethernet (RJ-45)  1x Đầu đọc thẻ  1x Đầu nối nguồn"
Gaming,laptop-gigabyte-g5-mf5-52vn383sh,Laptop Gigabyte G5 MF5-52VN383SH,20990000,17,66,gigabyte,g5,1.0,"Laptop có thiết kế đẹp mắt, gam màu đen sang trọng Màn hình 15.6 inch Full HD cùng tần số quét 144Hz cho mọi thao tác nhanh nhạy, bắt kịp mọi chuyển động của đối thủ CPU Intel Core i5-13500H mạnh mẽ, hỗ trợ xử lý nhanh chóng mọi tác vụ từ học tập cho tới văn phòng Card đồ họa RTX4050, hỗ trợ chơi mọi tựa game hiện nay với mức đồ họa cao",Đen,2022,Đài Loan,NVIDIA GeForce RTX 4050 6 GB GDDR6,"Intel Core i5-13500H (Up to 4.7 GHz, 12 lõi / 16 luồng)",8GB,DDR5 4800MHz,8GB DDR5 4800MHz 2 khe (Nâng cấp tối đa 64GB),512GB SSD NVMe M.2 PCIe Gen 4 x 4 (1 khe SSD M.2 trống nâng cấp tối đa đến 2TB),512GB,144 Hz,,15.6 inches,,1920 x 1080 pixels (FullHD),"DTX:X Ultra Audio Technology  2x2W Speaker, Microphone",,360 x 238 x 227 mm,2.08 kg,Wi-Fi 6,Hỗ trợ 15 màu,,1.0 M HD video camera,Windows 11 Home,54Wh,Intel Wi-Fi 6E(802.11ax),Bluetooth 5.2,1 x USB 2.0 (Type-A)  1 x USB 3.2 Gen1 (Type-A) 2 x USB 3.2 Gen2 (Type-C) 1 x Mini DP 1.4 1 x HDMI (with HDCP) 1 x 2-in-1 Audio Jack(Headphone / Microphone) 1 x Microphone jack 1 x RJ-45 LAN port 1 x DC-in Jack 1 x Đầu
Gaming,laptop-asus-rog-strix-g16-g614jir-n4046w,Laptop ASUS ROG Strix G16 G614JIR-N4046W,51990000,85,1,asus,rog,0.0,"Bộ vi xử lý Intel Core i9-14900HX mạnh mẽ, RAM 32GB và ổ cứng SSD 1TB PCIe cho tốc độ xử lý siêu nhanh, đáp ứng mọi nhu cầu từ chơi game AAA đến thiết kế đồ họa chuyên nghiệp. Card đồ họa NVIDIA GeForce RTX 4070 8GB mang đến trải nghiệm hình ảnh sống động, sắc nét với hiệu suất vượt trội, cho phép bạn chiến mượt mọi tựa game hot nhất hiện nay ở mức cài đặt cao. Màn hình 16 inch QHD+ (2560x1600) với tần số quét 240Hz cho trải nghiệm hình ảnh siêu mượt mà, không giật lag, đặc biệt lý tưởng cho các game thủ FPS. Máy được cài đặt sẵn hệ điều hành Windows 11 bản quyền, mang đến giao diện hiện đại, trực quan và nhiều tính năng mới mẻ.",Xám,2023,Trung Quốc,NVIDIA GeForce RTX 4070 8GB GDDR6,"Intel Core i9 14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 lõi, 32 luồng)",32GB,DDR5-5600 SO-DIMM,32GB DDR5-5600 SO-DIMM 2 khe (tối đa 32GB),1TB PCIe 4.0 NVMe M.2 SSD (nâng cấp tối đa 2TB),1TB,240 Hz,Tấm nền IPS,16 inches,Thời gian phản hồi 3ms Độ sáng 500nits Độ tương phản 1200:1 Độ phủ màu DCI-P3 100% Chống chói màn hình chống chói G-Sync ROG Nebula Display ROG intelligent cooling Dolby Vision HDR,2560x1600 pixel (QHD+),Công nghệ khử tiếng ồn AI Dolby Atmos Chứng nhận Hi-Res (cho tai nghe) Công nghệ khuếch đại thông minh Hỗ trợ Microsoft Cortana trường gần/trường xa,,35.4 x 26.4 x 2.26 ~ 3.04 cm (W x D x H),2.50 Kg,Wi-Fi 6,Backlit Chiclet Keyboard Per-Key RGB,Bảo vệ mật khẩu quản trị viên BIOS và mật khẩu người dùng Mô-đun nền tảng đáng tin cậy (Firmware TPM),720P HD camera,Windows 11 Home,"90WHrs, 4S1P, 4-cell Li-ion",Wi-Fi 6E(802.11ax) (Triple band) 2*2,Bluetooth 5.3,1x RJ45 LAN  1x Thunderbolt 4 (DisplayPort) 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC) 2x USB 3.2 Gen 2 Type-A 1x HDMI 2.1 FRL 1x 3.5mm Combo Audio Jack
Gaming,laptop-asus-rog-flow-x16-gv601vv-nf044w,Laptop ASUS ROG Flow GV601VV-NF044W,50990000,9,40,asus,rog,2.6,"Trang bị CPU Intel Core i9-13900H và RTX 4060 8GB mang đến sức mạnh xử lý vượt trội cho mọi tác vụ từ gaming, thiết kế đồ họa đến render video. Màn hình cảm ứng WQXGA 16 inch với tần số quét 240Hz cho trải nghiệm hình ảnh siêu mượt mà, sống động và sắc nét. Bản lề 360 độ cho phép chuyển đổi linh hoạt giữa chế độ laptop truyền thống và chế độ tablet, phù hợp với nhiều nhu cầu sử dụng. Ổ cứng SSD 1TB PCIe mang đến không gian lưu trữ rộng rãi và tốc độ truy xuất dữ liệu cực nhanh. Sở hữu vẻ ngoài mạnh mẽ, cá tính với tông màu đen chủ đạo, phù hợp với game thủ và người dùng yêu thích phong cách năng động.",Đen,2023,Nhật Bản,NVIDIA GeForce RTX 4060 8GB GDDR6 Intel Iris Xe Graphics,"Intel Core i9-13900H 2.6 GHz (24M  Cache, up to 5.4 GHz, 14 cores: 6 P-cores and 8 E-cores)",16GB,DDR5-4800 SO-DIMM,16GB DDR5-4800 SO-DIMM 2x SO-DIMM slots (Nâng cấp tối đa 64GB),1TB PCIe 4.0 NVMe M.2 SSD (1. 2x Value/Performance PCIe*4x4 SSD 2. 1TB / 2TB),1TB,240 Hz,Tấm nền IPS,16 inches,Độ sáng 500nitsĐộ phủ màu DCI-P3 100%Adaptive-SyncGlossy displayROG Nebula DisplayDolby Vision HDRThời gian phản hồi 3ms,2560 x 1600 (WQXGA),Hệ thống 4 loa với công nghệ Smart Amplifier  Công nghệ khử tiếng ồn AI Dolby Atmos Chứng nhận Hi-Res (cho tai nghe) Công nghệ khuếch đại thông minh Hỗ trợ Microsoft Cortana trường gần/trường xa,,35.5 x 24.3 x 1.94 ~ 2.19 cm (W x D x H),2.00 Kg,"Wi-Fi 6, Màn hình cảm ứng, Xoay gập 360 độ (2 in 1), Nhận diện khuôn mặt",Bàn phím Chiclet có đèn nền RGB 1 vùng Aura Sync,Bảo vệ mật khẩu quản trị viên BIOS và mật khẩu người dùng Mô-đun nền tảng đáng tin cậy (Firmware TPM),Camera hồng ngoại FHD 1080P cho Windows Hello,Windows 11 Home,"90WHrs, 4S1P, 4-cell Li-ion",Wi-Fi 6E(802.11ax) (Triple band) 2*2,Bluetooth 5.3,"1x Giao diện di động ROG XG và USB Type-C (với USB 3.2, hỗ trợ DP 1.4) 1x Thunderbolt 4 (DP / Sạc) 1x USB 3.2 Type-C (DP / Sạc / G-SYNC) 2x USB 3.2 Type-A 1x Đầu đọc thẻ (microSD) 1x HDMI 2.1 FRL (Chuyển đổi HDMI) 1x 3.5mm Combo"
Gaming,laptop-gaming-acer-nitro-v-anv15-51-57b2,Laptop Gaming Acer Nitro V ANV15-51-57B2,23190000,59,67,acer,nitro,4.6,"CPU Intel Core i5 3420H và card đồ họa RTX 4050 hỗ trợ thiết kế đồ họa, chỉnh sửa hình ảnh, video, render 2D, 3D,... dễ dàng. Thoải mái chơi game, giải trí sống động trên màn hình 15.6 inch, độ phân giải FHD, tần số quét 144 Hz. RAM 8GB đa nhiệm giúp mở nhiều tab cùng lúc mà không lo lag, giật. Ổ cứng 512 GB rộng rãi, hỗ trợ lưu trữ nhiều tài liệu, game mà không lo hết dung lượng.",Đen,2023,Trung Quốc,NVIDIA GeForce RTX 4050 6GB GDDR6 VRAM,"Intel Core i5-13420H (8 nhân/12 luồng, Turbo Boost 4.6 GHz, 12 MB)",8GB,DDR5 5200Mhz,"8GB DDR5 5200Mhz 2 khe, nâng cấp tối đa 32GB (cắm sẵn 8GB)","512GB PCIe NVMe SED SSD (nâng cấp tối đa 2 TB Gen4, 16 Gb/s, NVMe)",512GB,144 Hz,Tấm nền IPS,15.6 inches,45% NTSCAcer ComfyView250 nits,1920 x 1080 pixels (FullHD),Spatial AudioAcer Purified VoiceAcer TrueHarmonyDTS:X ULTRA,Vỏ nhựa,362.3 x 239.89 x 22.9 mm (W x D x H),2.1 kg,Wi-Fi 6,Đơn sắc,,HD webcam,Windows 11 64 Bit,"4 Cell, 57 Whr",Wi-Fi 802.11 a/b/g/n/ac,Bluetooth v5.1,1x USB Type-C  3x USB 3.2 Gen 1 1x HDMI 2.1 1x Ethernet (RJ-45) 1x 3.5 mm headphone/speaker jack 1x DC-in jack
Gaming,laptop-lenovo-legion-5-16irx9-83dg004xvn,Laptop Lenovo Legion 5 16IRX9 83DG004XVN,20000000,27,86,lenovo,legion,3.8,"Màn hình 16 inch độ phân giải WQXGA sắc nét, tấm nền IPS cho góc nhìn rộng và màu sắc chính xác. Vi xử lý Intel Core i7-13650HX thế hệ mới nhất với 14 nhân và 20 luồng, mang lại hiệu năng vượt trội cho các tác vụ nặng như chơi game, chỉnh sửa video, đồ họa. Card đồ họa RTX 4060 8GB GDDR6 mạnh mẽ, đáp ứng tốt các tựa game AAA hiện nay ở mức cài đặt cao và hỗ trợ công nghệ ray tracing cho trải nghiệm hình ảnh chân thực. RAM 16GB DDR5 cho khả năng đa nhiệm mượt mà, ổ cứng SSD 512GB tốc độ cao giúp khởi động máy và truy cập dữ liệu nhanh chóng.",Xám,2021,Singapore,"NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W","Intel Core i7-13650HX (14 lõi (6P + 8E) / 20 luồng, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB)",16GB,SO-DIMM DDR5-4800,"16GB SO-DIMM DDR5-4800 2 khe (1x 16GB SO-DIMM DDR5-4800, hỗ trợ nâng cấp tối đa 64GB DDR5-4800)",512GB SSD M.2 2280 PCIe 4.0x4 NVMe (1 thanh M.2 SSD trống nâng cấp tối đa 1TB),512GB,165Hz,Tấm nền IPS,16 inches,Độ sáng 350nitsĐộ phủ màu 100% sRGB Dolby VisionG-SYNCÁnh sáng xanh thấp,2560 x 1600 (WQXGA),"Âm thanh độ phân giải cao (HD), codec Realtek ALC3287  Loa âm thanh nổi, 2W x2  Nahimic Audio",Vỏ kim loại,359.7 x 262.3 x 19.7 - 25.2 mm (W x H x D),2.36 kg,Wi-Fi 6,4-Zone RGB,Firmware TPM 2.0 Enabled,FHD 1080p với màn trập E-shutter,Windows 11 Home Single Language,80Wh,"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.2,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 5Gbps / USB 3.2 Gen 1) luôn bật 1x USB-C (USB 10Gbps / USB 3.2 Gen 2) với PD 140W và DisplayPort 1.4 1x USB-C (USB 10Gbps / USB 3.2 Gen 2), với DisplayPort 1.4 1x HDMI 2.1, up to 8K/60Hz<"
Gaming,laptop-msi-gaming-bravo-15-b7ed-010vn,Laptop MSI Gaming Bravo 15 B7ED-010VN,20000000,40,92,msi,bravo,1.1,"Chip AMD Ryzen 5 - 7535HS xử lý nhanh chóng các tác vụ như văn phòng, đồ hoạ, coding hay chiến game GPU AMD Radeon RX 6550M 4 GB cho đồ hoạ cao, mượt mà và ổn định ở các pha giao tranh RAM 16 GB cho phép máy vận hành mượt mà, mở cùng lúc nhiều tác vụ Ổ cứng 512 GB hỗ trợ khởi động laptop, truy xuất dữ liệu nhanh hơn Tần số quét 144 Hz giúp hình ảnh không bị rách hay nhoè mờ khi chơi game",Đen,2022,Hàn Quốc,"AMD Radeon RX 6550M, 4 GB","AMD Ryzen 5 - 7535HS (6 lõi / 12 luồng, 3.30 GHz, Turbo Boost 4.55 GHz, 16 MB)",16GB,DDR5 4800 MHz,"16GB DDR5 4800 MHz (2 thanh 8 GB, nâng cấp tối đa 64 GB)",512 GB SSD NVMe PCIe Gen 4.0(Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng),512GB,144 Hz,Tấm nền IPS,15.6 inches,Độ phủ màu 45% NTSC,1920 x 1080 pixels (FullHD),Hi-Res Audio,Vỏ nhựa,359 x 259 x 24.9 mm  (Dài x Rộng x dày),2.35 kg,Wi-Fi 6,Đơn sắc - Màu xanh,TPM 2.0,HD webcam,Windows 11 Home SL,"3 cell, 53 Wh",Wi-Fi 6E (802.11ax),Bluetooth 5.3,"1x USB Type-C (hỗ trợ USB 3.2, DisplayPort)  1x USB 2.0 1x Jack tai nghe 3.5 mm 2 x USB 3.2 1x HDMI 1x LAN (RJ45)"
Gaming,laptop-msi-sword-16-hx-b14vgkg-466vn,Laptop MSI Sword 16 HX B14VGKG-466VN,37990000,50,26,msi,sword,2.3,"Trang bị vi xử lý Intel Core i7-14650HX, mang đến hiệu suất xử lý vượt trội cho các tác vụ đa nhiệm và ứng dụng yêu cầu cao. Card đồ họa RTX 4070 8GB, máy có khả năng xử lý đồ họa mượt mà, lý tưởng cho game thủ và những người làm việc với đồ họa nặng. Màn hình QHD+ 16.0 inch với tần số quét 240Hz cung cấp hình ảnh sống động và mượt mà, mang đến trải nghiệm giải trí và chơi game tuyệt vời. 16GB RAM và ổ cứng 1TB PCIe, đáp ứng nhu cầu lưu trữ lớn và tốc độ truy xuất dữ liệu nhanh chóng.",Xám,2024,Nhật Bản,NVIDIA GeForce RTX 4070 8GB GDDR6 Intel UHD Graphics,Intel Core i7-14650HX,16GB,DDR5 5600MHz,"16GB DDR5 5600MHz 2 khe (2x 8GB, Hỗ trợ nâng cấp tối đa 96GB)",1TB M.2-2280 SSD slot (NVMe PCIe Gen4x4) (1x M.2 SSD slot (NVMe PCIe Gen5)),1TB,240 Hz,Tấm nền IPS,16 inches,Độ sáng 500 nitsĐộ phủ màu 100% DCI-P3 (typical)Màn hình chống chói,2560x1600 pixel (QHD+),Nahimic 3 Audio Enhancer Hi-Res Audio Ready,Vỏ nhựa,359 x 266.4 x 21.8 - 27.7 mm,2.3 kg,Wi-Fi 6,Bàn phím chơi game RGB 24 vùng có phím Copilot,Firmware Trusted Platform Module (fTPM) 2.0 Webcam Shutter Khóa Kensington,HD (30fps@720p) Lọc nhiễu 3D (3DNR),Windows 11 Home,"4-cell, 65WHr",802.11 ax Wi-Fi 6EGigabit Ethernet,Bluetooth v5.3,1x Type-C (USB3.2 Gen2 / DP) tích hợp sạc PD 3x Type-A USB3.2 Gen1 1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45 1x Mic-in/Headphone-out Combo
