label,slug,title,discountPrice,soldQuantity,quantity,brand,series,totalRating,features,color,Năm ra mắt,Xuất xứ,Loại card đồ họa,Loại CPU,Dung lượng RAM,Loại RAM,Mô tả ram,Ổ cứng,Dung lượng ổ cứng,Tần số quét,Chất liệu tấm nền,Kích thước màn hình,Công nghệ màn hình,Độ phân giải màn hình,Công nghệ âm thanh,Chất liệu,Kích thước,Trọng lượng,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Hệ điều hành,Pin,Wi-Fi,Bluetooth,Cổng giao tiếp
Sinh viên,laptop-acer-aspire-3-a315-59-381e,Laptop Acer Aspire 3 A315-59-381E,9490000,6,63,acer,aspire,4.7,"CPU Intel Core i3-1215U cùng RAM 8 GB và ổ cứng 512 GB đem lại hiệu suất mạnh mẽ, phù hợp với nhiều nhu cầu từ làm việc, học tập đến giải trí nhẹ nhàng Sản phẩm có màn hình 15.6 inch Full HD rộng lớn, cho hình ảnh sắc nét và rõ ràng Với thiết kế gọn nhẹ và tinh tế, dễ dàng để bạn mang theo bên mình mọi lúc mọi nơi Laptop cũng có thời lượng pin tốt, cho phép bạn làm việc và giải trí mà không cần phải lo lắng hết pin nhanh chóng",Bạc,2024,Singapore,Intel UHD Graphics,Intel Core i3 - 1215U ( 1.2 GHz - 4.4GHz / 10MB / 6 nhân / 8 luồng ),8GB,DDR4 2400MHz,8GB DDR4 2400MHz 2 khe cắm (Hỗ trợ nâng cấp tối đa 32GB),"512GB SSD M.2 NVMe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",512GB,60 Hz,Tấm nền TFT,15.6 inches,LED Backlit Acer ComfyView,1920 x 1080 pixels (FullHD),Stereo speakers,Vỏ nhựa,36.29 x 24.126 x 1.99 cm,1.7 kg,Wi-Fi 6,,,,Windows 11 Home,"3 cell 40 Wh , Pin liền",WiFi 802.11ac,5.0,1 x HDMI  3 x USB 3.2  1 x Audio combo 1 x LAN 1 Gb/s (RJ45)
Sinh viên,laptop-hp-15s-fq5231tu-8u241pa,Laptop HP 15S-FQ5231TU 8U241PA,8990000,53,15,hp,15s-fq5231tu,4.6,"Sở hữu thiết kế hiện đại với lớp vỏ bạc đẹp mắt, tạo cảm giác hài hòa cho mọi không gian làm việc. CPU Intel Core i3 1215U xử lý trơn tru mọi tác vụ thường ngày hay sử dụng Word, Excel, PowerPoint,... RAM 8 GB cho khả năng đa nhiệm mượt mà, mở cùng lúc nhiều tab Chrome và các ứng dụng khác như Spotify, Photoshop,... Ổ cứng SSD 256 GB dễ dàng truy xuất hay khởi động ứng dụng nhanh chóng.",Bạc,2023,Singapore,Intel UHD Graphics,"Core i3 1215U 1.2GHz, Turbo tối đa 4.4ghz (6 nhân, 8 luồng)",8GB,DDR4 3200,8GB DDR4 3200,256GB M.2 NVMe PCIe,256GB,,,15.6 inches,,1080 x 1920 pixels (FullHD),,,35.85 x 24.2 x 1.79 cm,"2,2 kg",,,,,Windows 11 Home,3 cell,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-F,Bluetooth 5,"1 USB Type-C 5Gbps signaling rate (chỉ hỗ trợ truyền dữ liệu, không hỗ trợ sạc hay xuất hình ảnh)2 USB Type-A 5Gbps 1 AC smart pin1 HDMI 1.4b1 headphone/microphone combo"
Sinh viên,laptop-dell-inspiron-15-3520-5124blk-gj8w7,Laptop Dell Inspiron 15 3520-5124BLK GJ8W7 - Nhập khẩu chính hãng,13990000,30,86,dell,inspiron,2.1,"Máy tính được trang bị bộ xử lý Intel Core i5-1235U hiệu năng cao. Với 8GB RAM và ổ cứng 512GB, máy mang lại khả năng xử lý nhanh chóng và lưu trữ dữ liệu rộng rãi. Màn hình 15.6 inch Full HD cảm ứng mang lại trải nghiệm hiển thị sống động và khả năng sáng tạo thoải mái. Thiết kế vỏ máy màu đen lịch lãm, mang đến vẻ ngoài sang trọng và bền bỉ. Laptop được nhập khẩu chính hãng, đảm bảo chất lượng và đầy đủ bảo hành của Dell.",Đen,2021,Nhật Bản,Intel UHD Graphics,"Intel Core i5-1235U (10 lõi / 12 luồng, 1.30 GHz to 4.40 GHz, 12 MB)",8GB,DDR4,8GB DDR4 2 khe (tối đa 16GB),512GB PCIE (1 Slot HDD Tối đa 1TB),512GB,60 Hz,Tấm nền WVA,15.6 inches,Độ phủ màu NTSC 45%Màn hình chống chói,1920 x 1080 pixels (FullHD),Realtek ALC3204/Realtek ALC3254,,16.96 x 358.50 x 235.56 mm (C x R x S),1.66 kg,"Wi-Fi 6, Màn hình cảm ứng",,,,Windows 11 Home,"3-cell, 41 Wh lithium-polymer",Wi-Fi 6 (Card 8821CE-VC),Bluetooth 5.0,1x Đầu nối nguồn 1x HDMI 1.4 2x USB 3.2 Gen 1 1x Khe cắm thẻ SD 1x USB 2.0 1x Cổng tai nghe
Sinh viên,laptop-msi-modern-15-b12mo-487vn,Laptop MSI Modern 15 B12MO-487VN,13990000,30,73,msi,modern,3.9,"Sở hữu thiết kế thanh lịch với gam màu đen sang trọng CPU Intel Core i7-1255U mạnh mẽ cân mọi tác vụ văn phòng, học tập RAM 16GB chuẩn DDR4 đa nhiệm, hỗ trợ duyệt web nhanh, không giật, lag Ổ cứng 512GB SSD giúp mở máy, mở ứng dụng nhanh chóng Màn hình 15.6 inch Full HD cho hình ảnh cực sắc nét, màu sắc chân thực",Đen,2024,Hàn Quốc,Intel Iris Xe Graphics,"Intel Core i7-1255U (10 lõi / 12 luồng, 3.50GHz up to 4.70GHz, 12MB)",16GB,DDR4 Onboard 3200MHz,16GB DDR4 Onboard 3200MHz,512GB NVMe PCIe Gen3x4 SSD,512GB,60 Hz,Tấm nền IPS,15.6 inches,"Độ phủ màu 45%NTSC, 100%sRGB",1920 x 1080 pixels (FullHD),"2 loa, Hi-Res Audio",,359 x 241 x 19.9 mm (Dài x Rộng x Cao),1.75 kg,Wi-Fi 6,Backlight Keyboard (Single-Color),,,Windows 11 Home,"3 cell, 39Whr",Wi-Fi 6 802.11 ax,Bluetooth 5.2,1x USB 3.2 Gen2 Type-A  2x USB 2.0 1x USB Type-C (tích hợp Display Port) hỗ trợ sạc PD 1x HDMI (4K 60Hz) 1x Mic-in/ Headphone-out combo jack 1x Đầu đọc thẻ MicroSD
Sinh viên,laptop-asus-vivobook-15-x1504za-nj582w,Laptop ASUS Vivobook 15 X1504ZA-NJ582W,9990000,41,92,asus,vivobook,1.3,"Chip Intel Core i3 1215U vận hành nhanh chóng các tác vụ văn phòng, doanh nghiệp trên Word, Excel,... Card Intel UHD Graphics dễ dàng tinh chỉnh hình ảnh, video cơ bản hay chơi một số tựa game nhẹ RAM 8 GB đa nhiệm thêm hiệu quả, mở nhiều tab Chrome mà không lo giật lag Ổ cứng SSD 512 GB cho phép bạn tải nhiều tài liệu, hình ảnh và video",Bạc,2023,Hàn Quốc,Intel UHD Graphics,"Intel Core i3-1215U (1.2 GHz, 10M Cache, up to 4.4 GHz, 6 lõi)",8GB,DDR4 Onboard,8GB DDR4 Onboard,512GB M.2 NVMe PCIe 4.0 SSD,512GB,60 Hz,,15.6 inches,Độ sáng 250nits  Độ phủ màu 45% NTSC  Màn hình chống chói TÜV Rheinland-certifiedTỷ lệ khung hình 16:9,1920 x 1080 pixels (FullHD),SonicMaster  Loa tích hợp Micrô mảng tích hợp,Vỏ nhựa,35.97 x 23.25 x 1.79 ~ 1.79 cm (W x H x D),1.70 kg,"Wi-Fi 6, Bảo mật vân tay",,McAfee LiveSafe 30 ngày dùng thử miễn phí Cảm biến vân tay tích hợp Touchpad McAfee LiveSafe Khởi động BIOS bảo vệ mật khẩu người dùng Mật khẩu người dùng thiết lập BIOS Mô-đun nền tảng đáng tin cậy (Firmware TPM),,Windows 11 Home,"42WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6E (802.11ax) (Dual band) 1*1,Bluetooth 5.3,1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x DC-in
Sinh viên,laptop-lenovo-ideapad-slim-3-15-abr8-82xm00ejvn,Laptop Lenovo IdeaPad Slim 3 15 ABR8 82XM00EJVN,11990000,17,53,lenovo,ideapad,1.3,"Trang bị chip AMD Ryzen 5 7430U, RAM 16GB và ổ cứng SSD 512GB PCIe, IdeaPad Slim 3 15 xử lý mượt mà các tác vụ văn phòng, học tập và giải trí cơ bản. Màn hình 15.6 inch Full HD cho chất lượng hiển thị tốt, góc nhìn rộng, thoải mái làm việc và giải trí. Vỏ máy màu xám thanh lịch, thiết kế mỏng nhẹ, dễ dàng mang theo khi di chuyển. Trang bị đầy đủ các cổng kết nối cần thiết như USB-C, HDMI, USB 3.2, dễ dàng kết nối với các thiết bị ngoại vi. Lenovo IdeaPad Slim 3 15 ABR8 82XM00EJVN là sự lựa chọn hấp dẫn với mức giá phải chăng, phù hợp với học sinh, sinh viên và người dùng văn phòng.",Xám,2023,Trung Quốc,AMD Radeon,"AMD Ryzen 5 7430U (6C / 12T, 2.3 / 4.3GHz, 3MB L2 / 16MB L3)",16GB,DDR4-3200 Onboard,16GB DDR4-3200 Onboard,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (nâng cấp tối đa 1TB),512GB,,Tấm nền IPS,15.6 inches,Độ sáng 300 nits  Màn hình chống chói,1920 x 1080 pixels (FullHD),"Âm thanh độ nét cao (HD)  Loa âm thanh nổi, 1.5W x2  Dolby Audio",Vỏ nhựa,359.3 x 235 x 17.9 mm,1.62 kg,"Wi-Fi 6, Bảo mật vân tay",,Firmware TPM 2.0 Enabled,,Windows 11 Home,47Wh,"Wi-Fi 6, 802.11ax 2x2",Bluetooth 5.2,"2x USB 3.2 Gen 1  1x Headphone / microphone combo jack (3.5mm)  1x USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu, Power Delivery and DisplayPort 1.2)  1x HDMI 1.4 1x Headphone / microphone combo jack (3.5mm)  1x Đầu đọc thẻ  1x Đầu nối nguồn"
Sinh viên,laptop-lenovo-thinkpad-e14-gen-5-21jk00h5vn,Laptop Lenovo ThinkPad E14 GEN 5 21JK00H5VN,19990000,50,40,lenovo,thinkpad,4.7,"Trang bị chip Intel Core i5-13420H, RAM 16GB và ổ cứng SSD 512GB PCIe, E14 Gen 5 xử lý mượt mà các tác vụ văn phòng, học tập và giải trí cơ bản. Vỏ máy chắc chắn, đạt tiêu chuẩn quân đội Mỹ MIL-STD 810H, trang bị cảm biến vân tay, đảm bảo an toàn dữ liệu. Màn hình 14 inch cho chất lượng hiển thị tốt, góc nhìn rộng, thoải mái làm việc và giải trí. Trang bị đầy đủ các cổng kết nối cần thiết như USB-C, HDMI, USB 3.2, dễ dàng kết nối với các thiết bị ngoại vi. Pin dung lượng lớn , giúp bạn làm việc cả ngày dài mà không lo gián đoạn.",Đen,2022,Singapore,Intel UHD Graphics,"Intel Core i5-13420H, 8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",16GB,DDR4-3200,"16GB DDR4-3200 8GB Onboard + 8GB SO-DIMM DDR4-3200 (nâng cấp tối đa 40GB DDR4, (8GB soldered + 32GB SO-DIMM))",512GB SSD M.2 2242 PCIe 4.0x4 NVMe Opal 2.0 ( nâng cấp tối đa 1TB),512GB,,Tấm nền IPS,14 inches,Độ sáng 300 inits  Màn hình chống chói  Độ phủ màu 45% NTSC,1920 x 1200 pixels (WUXGA),"Âm thanh độ nét cao (HD)  Synaptic® CX11880 codec  Loa âm thanh nổi, 2W x2  Dolby Atmos",Vỏ kim loại,313 x 219.3 x 17.99 mm (W x D x H),1.43 kg,"Wi-Fi 6, Bảo mật vân tay, Nhận diện khuôn mặt",,"Đã bật Discrete TPM 2.0  Cảm ứng, tích hợp trong nút nguồn  Khe bảo mật Kensington Nano",,Windows 11 Home,47Wh,"Wi-Fi 6, 11ax 2x2",Bluetooth 5.1,"1x USB 2.0 1x USB 3.2 Gen 1(luôn bật) 1x Thunderbolt 4 / USB4 40Gbps, 1x USB-C 3.2 Gen 2  (truyền dữ liệu, Power Delivery 3.0, DisplayPort 1.4) 1x HDMI 2.1, up to 4K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45)"
Sinh viên,laptop-asus-vivobook-14-oled-a1405va-km257w,Laptop ASUS Vivobook 14 OLED A1405VA-KM257W,17090000,32,54,asus,vivobook,4.9,"Trang bị bộ vi xử lý Intel Core i5-13500H cung cấp hiệu suất xử lý đa nhiệm mạnh mẽ mọi tác vụ học tập, văn phòng Màn hình 14.0 inch 2.8K OLED mang lại độ sắc nét cao, độ tương phản tuyệt vời và màu sắc sống động, tạo ra trải nghiệm hình ảnh đỉnh cao cho người dùng 16GB RAM giúp xử lý tác vụ nhanh chóng và mượt mà cùng ổ cứng SSD PCIe dung lượng lớn 512GB, giúp lưu trữ dữ liệu một cách nhanh chóng và an toàn Trang bị các tính năng tiện ích như webcam, Wifi, Bluetooth, cổng kết nối đa dạng để phục vụ nhu cầu làm việc và giải trí hàng ngày của người dùng",Đen,2024,Singapore,Intel Iris Xe Graphics,"Intel Core i5-13500H (2.6 GHz, 18MB Cache, up to 4.7 GHz, 12 lõi / 16 luồng)",16GB,DDR4,16GB DDR4 8GB DDR4 Onboard + 8GB DDR4 SO-DIMM,512GB M.2 NVMe PCIe 3.0 SSD,512GB,90 Hz,Tấm nền Oled,14 inches,Thời gian phản hồi 0.2ms Độ sáng tối đa 600 nits HDR Độ phủ màu 100% DCI-P3 Gamut mapping Display HDR True Black 600 1.07 tỷ màu Giảm 70% ánh sáng xanh Màn hình chăm sóc mắt của SGS,2880 x 1800 pixels,SonicMaster Loa tích hợp Micrô mảng tích hợp,,31.71 x 22.20 x 1.99 ~ 1.99 cm (W x H x D),1.60 kg,"Wi-Fi 6, Bảo mật vân tay, Màn hình Oled",,McAfee dùng thử miễn phí 30 ngày Cảm biến vân tay tích hợp Touchpad McAfee Khởi động BIOS Bảo vệ mật khẩu người dùng Mô-đun nền tảng đáng tin cậy (Firmware TPM),,Windows 11 Home,"50WHrs, 3S1P, 3-cell Li-ion",Wi-Fi 6E(802.11ax) (Dual band) 1*1,Bluetooth 5.3,1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C hỗ trợ sạc 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in
Sinh viên,laptop-hp-15-fd0237tu,Laptop HP 15-FD0237TU 9Q972PA,14990000,2,72,hp,15-fd0237tu,4.7,"Vi xử lý Intel Core i5-1334U, RAM 8GB và ổ cứng SSD 512GB PCIe mang đến hiệu suất mượt mà cho các tác vụ hàng ngày, học tập và giải trí. Màn hình 15.6 inch độ phân giải Full HD (1920 x 1080) cho hình ảnh rõ nét, sống động, mang đến trải nghiệm thị giác tuyệt vời. Vỏ máy màu bạc thanh lịch, mỏng nhẹ, dễ dàng mang theo bên mình, phù hợp cho học sinh, sinh viên và người dùng di động. Được cài đặt sẵn Windows 11, bạn có thể sử dụng ngay sau khi mua, sẵn sàng cho mọi công việc và giải trí.",Bạc,2021,Trung Quốc,Intel Iris Xe Graphics,"Intel Core i5-1334U (up to 4.6 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 10 lõi, 12 luồng)",8GB,DDR4 3200,8GB DDR4 3200 2 khe (2x 4GB),512Gb SSD,512Gb,,,15.6 inches,Màn hình chống chói Độ sáng 250 nitsĐộ phủ màu 45% NTSC,1920 x 1080 pixels (FullHD),,,35.98 x 23.6 x 1.86 cm,1.59 kg,"Viền màn hình siêu mỏng, Wi-Fi 6",,,,Windows 11 Home Single Language,"3-cell, 41 Wh Li-ion polymer",Realtek Wi-Fi 6 (2x2),Bluetooth 5.3,1x USB Type-C 5Gbps 2x USB Type-A 5Gbps 1x HDMI 1.4b 1x AC smart pin 1x headphone/microphone combo
Sinh viên,laptop-lenovo-ideapad-1-14alc7-82r30078vn,Laptop Lenovo IdeaPad 1 14ALC7 82R30078VN,10990000,16,64,lenovo,ideapad,1.0,"Được trang bị bộ vi xử lý AMD Ryzen 5 5500U, đáp ứng tốt nhu cầu làm việc và giải trí. Có bộ nhớ RAM 16GB, cho phép đa nhiệm mượt mà với nhiều ứng dụng cùng lúc. Ổ cứng SSD PCIe 512GB cung cấp không gian lưu trữ rộng rãi và tốc độ truy xuất nhanh. Màn hình 14 inch Full HD cho trải nghiệm xem tốt với độ phân giải cao. Chạy hệ điều hành Windows 11 mới nhất, tích hợp nhiều tính năng hiện đại.",Xám,2021,Singapore,AMD Radeon Graphics,"AMD Ryzen 5 5500U (6 lõi / 12 luồng, 2.1 / 4.0GHz, 3MB L2 / 8MB L3)",8GB,DDR4-3200,8GB DDR4-3200  8GB DDR4-3200 Onboard + 8GB SO-DIMM DDR4-3200,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD hoặc 512GB M.2 2280 SSD)",512GB,,Tấm nền IPS,14 inches,Độ sáng 250nits Màn hình chống chói,1920 x 1080 pixels (FullHD),"Loa stereo, 1.5W x2 Dolby Audio Âm thanh độ nét cao (HD)",Vỏ nhựa,325.3 x 216.5 x 17.9 mm (W x D x H),1.38 kg,,,Firmware TPM 2.0 Enabled,,"Windows 11 Home Single Language, English",42Wh,"Wi-Fi 5, 802.11ac 2x2",Bluetooth 5.1,1x USB 2.0 1x USB 3.2 Gen 1 1x USB-C 3.2 Gen 1 (Chỉ hỗ trợ truyền dữ liệu) 1x HDMI 1.4b 1x Headphone / microphone combo jack (3.5mm) 1x Đầu đọc thẻ 1x Đầu nối nguồn
Sinh viên,laptop-dell-vostro-3520-f0v0vi3,Laptop Dell Vostro 3520 F0V0VI3 - Nhập khẩu chính hãng,9690000,90,89,dell,vostro,4.9,"Sở hữu thiết kế thanh lịch và đầy chuyên nghiệp, màu đen làm tăng vẻ sang trọng Trang bị vi xử lý Intel Core i3-1215U đem lại hiệu năng ổn định cho công việc hàng ngày và xử lý đa nhiệm mượt mà Bộ nhớ RAM 8GB và ổ cứng SSD PCIe 512GB giúp khởi động và truy cập dữ liệu nhanh chóng Màn hình 15.6 inch FHD tạo ra hình ảnh sắc nét, giúp nâng cao trải nghiệm làm việc và giải trí Laptop này chạy trên Free OS, cho phép người dùng tự do chọn hệ điều hành phù hợp với nhu cầu của mình",Đen,2022,Trung Quốc,Intel UHD Graphics,"Intel Core i3-1215U (15 W, 6 lõi / 8 luồng, 1.20 GHz to 4.40 GHz, 10 MB)",8GB,DDR4 SODIMM,8GB DDR4 SODIMM 2 khe nâng cấp tối đa 16 GB,512GB PCIE,512GB,60 Hz,Tấm nền IPS,15.6 inches,Độ sáng 250 nitsĐộ phủ màu NTSC 45%Thời gian phản hồi 35 ms Màn hình chống chói,1920 x 1080 pixels (FullHD),Âm thanh độ nét cao  Realtek ALC3254  Cirrus 8409,Vỏ nhựa,16.96 - 18.99 x 358.50 x 235.56 mm (H x W x D),1.90 kg,"Wi-Fi 6, Bảo mật vân tay",,,,Free OS,"3-cell, 41 Wh lithium-polymer",Wi-Fi 802.11 a/b/g/n/ac,Bluetooth 5.1,1x Đầu đọc thẻ SD 1x USB 2.0 1x Ethernet (RJ45) 1x Headset (headphone and microphone combo) 1x Khe cắm cáp bảo mật (hình nêm) 1x Đầu nối nguồn 1x HDMI 1.4 2x USB 3.2 Gen 1
Sinh viên,laptop-dell-inspiron-15-3520-6r6nk,Laptop Dell Inspiron 15 3520 6R6NK - Nhập khẩu chính hãng,13490000,4,95,dell,inspiron,4.1,"Trang bị bộ vi xử lý Intel Core i5-1235U, mang lại hiệu suất đáng tin cậy cho các tác vụ hàng ngày. Với 8GB RAM và ổ cứng 512GB, máy đáp ứng tốt nhu cầu lưu trữ và đa nhiệm của người dùng. Màn hình 15.6 inch FHD mang đến trải nghiệm xem đa phương tiện sống động. Thiết kế vỏ nhựa màu đen tối giản, tạo cảm giác sang trọng và tinh tế.",Đen,2023,Đài Loan,Intel UHD Graphics,"Intel Core i5-1235U (10 lõi / 12 luồng, 1.30 GHz to 4.40 GHz, 12 MB)",8GB,DDR4,8GB DDR4 2 khe (tối đa 16GB),512GB PCIE (1 Slot HDD Tối đa 1TB),512GB,120 Hz,Tấm nền IPS,15.6 inches,Độ sáng 250 nits Độ phủ màu NTSC 45%Màn hình chống chói,1920 x 1080 pixels (FullHD),Realtek ALC3204/Realtek ALC3254,Vỏ nhựa,16.96 x 358.50 x 235.56 mm (C x R x S),1.66 kg,Wi-Fi 6,,,,Windows 11 Home,"3-cell, 41 Wh lithium-polymer",Wi-Fi 6 (Card 8821CE-VC),Bluetooth 5.0,1x Đầu nối nguồn 1x HDMI 1.4 2x USB 3.2 Gen 1 1x Khe cắm thẻ SD 1x USB 2.0 1x Cổng tai nghe
Sinh viên,laptop-lenovo-ideapad-flex-5-14iau7-82r700jqvn,Laptop Lenovo IdeaPad Flex 5 14IAU7 82R700JQVN,11490000,7,33,lenovo,ideapad,2.7,"Sở hữu thiết kế tinh tế với tone màu xám đẹp mắt Giải quyết mọi tác vụ học tập, văn phòng với CPU Intel Core i3 - 1215U Màn hình cảm ứng 14 inch 2.2K cực sắc nét hỗ trợ học tập, làm việc, thao tác nhanh chóng RAM 8GB cùng ổ cứng 512GB rộng rãi hỗ trợ lưu trữ nhiều file, tài liệu học tập Trang bị đầy đủ cổng kết nối giúp truyền tải dữ liệu nhanh chóng",Xám,2021,Hàn Quốc,Intel UHD Graphics,"Intel Core i3-1215U (6C (2P + 4E) / 8T, P-core 1.2 / 4.4GHz, E-core 0.9 / 3.3GHz, 10MB)",8GB,LPDDR4x-4266 Onboard,8GB LPDDR4x-4266 Onboard,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,512GB,60Hz,Tấm nền IPS,14 inches,Độ sáng 300nitsĐộ phủ màu 100% sRGBTÜV Low Blue Light,2240 x 1400 pixels,Âm thanh độ phân giải cao (HD)Realtek ALC3287 codec2W x2Dolby Audio,Vỏ kim loại,313.1 x 224.9 x 17.4 mm (W x D x H),1.5 kg,"Wi-Fi 6, Màn hình cảm ứng",LED đơn sắc,Firmware TPM 2.0Bảo mật vân tay,,Windows 11 Home,52.5Wh,"Wi-Fi 6, 11ax 2x2",Bluetooth 5.1,"1x USB 3.2 Gen 1x USB 3.2 Gen 1 (Always On)1x Thunderbolt 4 / USB4 40Gbps (Truyền dữ liệu, Power Delivery 3.0, DisplayPort 1.4a)1x HDMI 1.4b1x Đầu đọc thẻ1x Headphone / microphone combo jack (3.5mm)1x Đầu nối nguồn"
Sinh viên,laptop-hp-pavilion-15-eg2088tu-7c0r0pa,Laptop HP Pavilion 15-EG2088TU 7C0R0PA,19490000,61,91,hp,pavilion,1.9,"Sở hữu thiết kế sang trọng với lớp áo vàng kim sáng bóng, màn hình 15.6 inch độ phân giải Full HD, độ sáng 250 nits đáp ứng hoàn toàn nhu cầu hiển thị trong nhà, lớp học, văn phòng, quán cafe,... Công nghệ BrightView giúp chất lượng hiển thị thêm phần đẹp mắt, bóng bẩy, hình ảnh tươi tắn hơn và vô cùng sống động. CPU Intel Core i7-1260P cùng card đồ họa Intel Iris Xe Graphics không chỉ giải quyết nhanh gọn mọi tác vụ học tập - văn phòng mà còn hỗ trợ giải trí, chơi các tựa game nhẹ cực mướt. RAM 16GB đa nhiệm mượt mà, có thể đồng thời mở nhiều tab và ứng dụng cùng lúc mà không lo đứng máy. Ổ cứng dung lượng lớn 512GB cho không gian lưu trữ lớn, đồng thời giúp cho việc khởi động máy và mở ứng dụng nhanh chóng hơn, rút ngắn thời gian chờ đợi. Máy trang bị đầy đủ các cổng kết nối: USB Type-C, USB Type-A, HDMI,... hỗ trợ kết nối, truyền tải dữ liệu nhanh chóng.",Vàng,2023,Nhật Bản,Intel Iris Xe Graphics,"Intel Core i7-1260P, 12 nhân / 16 luồng, 18MB Intel Smart Cache",16GB,DDR4 3200MHz,16GB DDR4 3200MHz 2 x DDR4 3200MHz,512GB SSD PCIe NVMe M.2,512GB,,Tấm nền IPS,15.6 inches,Bright View  Độ sáng 250nits  Độ phủ màu 45% NTSC  Tần số quét 60Hz,1920 x 1080 pixels (FullHD),,Vỏ kim loại,36.02 x 23.4 x 1.79 cm (W x D x H),1.75 kg,Wi-Fi 6,,,,Windows 11 Home 64bit,3 Cell 41 WHrs 3440mAh,Wifi Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),Bluetooth 5.0 Combo,"1x USB Type-C (Sạc, DisplayPort 1.4, HP ngủ và sạc) 2x USB 3.0 Type-A  1x HDMI 2.01x Headphone/microphone combo"
Sinh viên,laptop-lenovo-ideapad-slim-5-15iru9-83d00003vn,Laptop Lenovo IdeaPad Slim 5 15IRU9 83D00003VN,19490000,59,71,lenovo,ideapad,4.7,"Sở hữu chip xử lý Intel CORE 5-120U, một con chip hiệu năng cao xử lý mọi tác vụ học tập, văn phòng. Máy được trang bị 32GB RAM và ổ SSD 512GB PCIe, mang lại sức mạnh xử lý nhanh chóng và dung lượng lưu trữ rộng rãi. Màn hình kích thước 15.3 inch với độ phân giải WUXGA (1920 x 1200) mang đến chất lượng hiển thị sắc nét và chi tiết. Thiết kế nhôm nguyên khối mang đến vẻ ngoài thanh lịch và cảm giác cầm nắm chắc chắn.",Xám,2023,Nhật Bản,Intel Graphics,"Intel Core 5 120U, 10C (2P + 8E) / 12T, P-core 1.4 / 5.0GHz, E-core 0.9 / 3.8GHz, 12MB",32GB,LPDDR5x-5200 Onboard,32GB LPDDR5x-5200 Onboard,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, up to 1TB M.2 2242 SSD)",512GB,,Tấm nền IPS,15.3 inches,Độ sáng 300nits  Màn hình chống chói Độ phủ màu 100% sRGB,1920 x 1200 pixels (WUXGA),"High Definition (HD) Audio Loa stereo, 2W x2 Dolby Audio",Vỏ kim loại,343.5 x 238.21 x 17.42 mm (W x D x H),1.79 kg,Wi-Fi 6,,Firmware TPM 2.0 Enabled IR camera for Windows Hello,,Windows 11 Home Single Language,57Wh,"Wi-Fi 6, 802.11ax 2x2",Bluetooth 5.2,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On 2x USB-C (USB 5Gbps / USB 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.4 1x HDMI 1.4 1x Headphone / microphone combo jack (3.5mm) 1x Đầu đọc microSD"
